month,year,language,popularity,hex
August,2006,Dart,0,#2DB6F6
August,2006,Delphi,1.87,#F32835
August,2006,Go,0,#66D0DE
August,2006,Groovy,0.11,#619CBC
August,2006,Haskell,0.26,#8F4E8B
August,2006,Java,30.270000000000003,#F8981E
August,2006,JavaScript,8.4,#F3D23C
August,2006,Julia,0,#369325
August,2006,Kotlin,0,#7F52FF
August,2006,Lua,0.38999999999999996,#0F007C
August,2006,Matlab,2.27,#F0800E
August,2006,Objective-C,0.12,#AFB6CA
August,2006,Perl,5.45,#113E62
August,2006,PHP,20.599999999999998,#7277AD
August,2006,Python,3.65,#336994
August,2006,R,0.51,#2566B5
August,2006,Ruby,2.08,#B01E00
August,2006,Rust,0.08,#000000
August,2006,Scala,0.02,#DE3424
August,2006,Swift,0,#E94F37
August,2006,TypeScript,0.01,#3178C6
August,2006,VBA,1.51,#93217F
August,2006,Visual Basic,6.2,NA
September,2006,Abap,0.33999999999999997,#06A9EA
September,2006,Ada,0.21,#101EC8
September,2006,C/C++,8.309999999999999,#00599C
September,2006,C#,6.93,#813084
September,2006,Cobol,0.41000000000000003,#1D1063
September,2006,Dart,0,#2DB6F6
September,2006,Delphi,1.95,#F32835
September,2006,Go,0,#66D0DE
September,2006,Groovy,0.09,#619CBC
September,2006,Haskell,0.27,#8F4E8B
September,2006,Java,30.070000000000004,#F8981E
September,2006,JavaScript,8.38,#F3D23C
September,2006,Julia,0,#369325
September,2006,Kotlin,0,#7F52FF
September,2006,Lua,0.44,#0F007C
September,2006,Matlab,2.1399999999999997,#F0800E
September,2006,Objective-C,0.13,#AFB6CA
September,2006,Perl,5.52,#113E62
September,2006,PHP,20.52,#7277AD
September,2006,Python,3.8,#336994
September,2006,R,0.53,#2566B5
September,2006,Ruby,2.1999999999999997,#B01E00
September,2006,Rust,0.09,#000000
September,2006,Scala,0.02,#DE3424
September,2006,Swift,0,#E94F37
September,2006,TypeScript,0.01,#3178C6
September,2006,VBA,1.58,#93217F
September,2006,Visual Basic,6.0600000000000005,NA
October,2006,Abap,0.33999999999999997,#06A9EA
October,2006,Ada,0.25,#101EC8
October,2006,C/C++,8.24,#00599C
October,2006,C#,6.98,#813084
October,2006,Cobol,0.41000000000000003,#1D1063
October,2006,Dart,0,#2DB6F6
October,2006,Delphi,2.02,#F32835
October,2006,Go,0,#66D0DE
October,2006,Groovy,0.06999999999999999,#619CBC
October,2006,Haskell,0.3,#8F4E8B
October,2006,Java,29.89,#F8981E
October,2006,JavaScript,8.41,#F3D23C
October,2006,Julia,0,#369325
October,2006,Kotlin,0,#7F52FF
October,2006,Lua,0.44999999999999996,#0F007C
October,2006,Matlab,2.19,#F0800E
October,2006,Objective-C,0.13999999999999999,#AFB6CA
October,2006,Perl,5.48,#113E62
October,2006,PHP,20.24,#7277AD
October,2006,Python,3.92,#336994
October,2006,R,0.54,#2566B5
October,2006,Ruby,2.2800000000000002,#B01E00
October,2006,Rust,0.09,#000000
October,2006,Scala,0.02,#DE3424
October,2006,Swift,0,#E94F37
October,2006,TypeScript,0.01,#3178C6
October,2006,VBA,1.7000000000000002,#93217F
October,2006,Visual Basic,6.03,NA
November,2006,Abap,0.36,#06A9EA
November,2006,Ada,0.25,#101EC8
November,2006,C/C++,8.17,#00599C
November,2006,C#,7.02,#813084
November,2006,Cobol,0.41000000000000003,#1D1063
November,2006,Dart,0,#2DB6F6
November,2006,Delphi,2,#F32835
November,2006,Go,0,#66D0DE
November,2006,Groovy,0.09,#619CBC
November,2006,Haskell,0.32,#8F4E8B
November,2006,Java,29.970000000000002,#F8981E
November,2006,JavaScript,8.469999999999999,#F3D23C
November,2006,Julia,0,#369325
November,2006,Kotlin,0,#7F52FF
November,2006,Lua,0.44,#0F007C
November,2006,Matlab,2.26,#F0800E
November,2006,Objective-C,0.13999999999999999,#AFB6CA
November,2006,Perl,5.42,#113E62
November,2006,PHP,20.1,#7277AD
November,2006,Python,3.9600000000000004,#336994
November,2006,R,0.53,#2566B5
November,2006,Ruby,2.3,#B01E00
November,2006,Rust,0.09,#000000
November,2006,Scala,0.02,#DE3424
November,2006,Swift,0,#E94F37
November,2006,TypeScript,0.01,#3178C6
November,2006,VBA,1.76,#93217F
November,2006,Visual Basic,5.91,NA
December,2006,Abap,0.4,#06A9EA
December,2006,Ada,0.27999999999999997,#101EC8
December,2006,C/C++,8.19,#00599C
December,2006,C#,7.07,#813084
December,2006,Cobol,0.4,#1D1063
December,2006,Dart,0,#2DB6F6
December,2006,Delphi,1.96,#F32835
December,2006,Go,0,#66D0DE
December,2006,Groovy,0.06999999999999999,#619CBC
December,2006,Haskell,0.33999999999999997,#8F4E8B
December,2006,Java,30.06,#F8981E
December,2006,JavaScript,8.37,#F3D23C
December,2006,Julia,0,#369325
December,2006,Kotlin,0,#7F52FF
December,2006,Lua,0.47000000000000003,#0F007C
December,2006,Matlab,2.29,#F0800E
December,2006,Objective-C,0.13999999999999999,#AFB6CA
December,2006,Perl,5.4,#113E62
December,2006,PHP,19.950000000000003,#7277AD
December,2006,Python,3.9800000000000004,#336994
December,2006,R,0.5700000000000001,#2566B5
December,2006,Ruby,2.37,#B01E00
December,2006,Rust,0.09,#000000
December,2006,Scala,0.02,#DE3424
December,2006,Swift,0,#E94F37
December,2006,TypeScript,0.01,#3178C6
December,2006,VBA,1.71,#93217F
December,2006,Visual Basic,5.8500000000000005,NA
January,2007,Abap,0.38,#06A9EA
January,2007,Ada,0.27999999999999997,#101EC8
January,2007,C/C++,8.14,#00599C
January,2007,C#,7.1499999999999995,#813084
January,2007,Cobol,0.38999999999999996,#1D1063
January,2007,Dart,0,#2DB6F6
January,2007,Delphi,1.92,#F32835
January,2007,Go,0,#66D0DE
January,2007,Groovy,0.06999999999999999,#619CBC
January,2007,Haskell,0.35000000000000003,#8F4E8B
January,2007,Java,30.099999999999998,#F8981E
January,2007,JavaScript,8.39,#F3D23C
January,2007,Julia,0,#369325
January,2007,Kotlin,0,#7F52FF
January,2007,Lua,0.42,#0F007C
January,2007,Matlab,2.26,#F0800E
January,2007,Objective-C,0.11,#AFB6CA
January,2007,Perl,5.42,#113E62
January,2007,PHP,19.88,#7277AD
January,2007,Python,4.15,#336994
January,2007,R,0.5700000000000001,#2566B5
January,2007,Ruby,2.5100000000000002,#B01E00
January,2007,Rust,0.08,#000000
January,2007,Scala,0.02,#DE3424
January,2007,Swift,0,#E94F37
January,2007,TypeScript,0.01,#3178C6
January,2007,VBA,1.73,#93217F
January,2007,Visual Basic,5.67,NA
February,2007,Abap,0.4,#06A9EA
February,2007,Ada,0.27,#101EC8
February,2007,C/C++,8.260000000000002,#00599C
February,2007,C#,7.02,#813084
February,2007,Cobol,0.41000000000000003,#1D1063
February,2007,Dart,0,#2DB6F6
February,2007,Delphi,1.91,#F32835
February,2007,Go,0,#66D0DE
February,2007,Groovy,0.09,#619CBC
February,2007,Haskell,0.38,#8F4E8B
February,2007,Java,30.28,#F8981E
February,2007,JavaScript,8.41,#F3D23C
February,2007,Julia,0,#369325
February,2007,Kotlin,0,#7F52FF
February,2007,Lua,0.42,#0F007C
February,2007,Matlab,2.4,#F0800E
February,2007,Objective-C,0.13,#AFB6CA
February,2007,Perl,5.21,#113E62
February,2007,PHP,19.57,#7277AD
February,2007,Python,4.34,#336994
February,2007,R,0.62,#2566B5
February,2007,Ruby,2.4899999999999998,#B01E00
February,2007,Rust,0.1,#000000
February,2007,Scala,0.03,#DE3424
February,2007,Swift,0,#E94F37
February,2007,TypeScript,0,#3178C6
February,2007,VBA,1.6500000000000001,#93217F
February,2007,Visual Basic,5.609999999999999,NA
March,2007,Abap,0.38999999999999996,#06A9EA
March,2007,Ada,0.27999999999999997,#101EC8
March,2007,C/C++,8.260000000000002,#00599C
March,2007,C#,6.92,#813084
March,2007,Cobol,0.38,#1D1063
March,2007,Dart,0,#2DB6F6
March,2007,Delphi,1.76,#F32835
March,2007,Go,0,#66D0DE
March,2007,Groovy,0.11,#619CBC
March,2007,Haskell,0.38,#8F4E8B
March,2007,Java,30.630000000000003,#F8981E
March,2007,JavaScript,8.37,#F3D23C
March,2007,Julia,0,#369325
March,2007,Kotlin,0,#7F52FF
March,2007,Lua,0.37,#0F007C
March,2007,Matlab,2.4299999999999997,#F0800E
March,2007,Objective-C,0.11,#AFB6CA
March,2007,Perl,4.88,#113E62
March,2007,PHP,19.86,#7277AD
March,2007,Python,4.3,#336994
March,2007,R,0.62,#2566B5
March,2007,Ruby,2.4899999999999998,#B01E00
March,2007,Rust,0.1,#000000
March,2007,Scala,0.02,#DE3424
March,2007,Swift,0,#E94F37
March,2007,TypeScript,0,#3178C6
March,2007,VBA,1.63,#93217F
March,2007,Visual Basic,5.7,NA
April,2007,Abap,0.38,#06A9EA
April,2007,Ada,0.25,#101EC8
April,2007,C/C++,8.110000000000001,#00599C
April,2007,C#,6.79,#813084
April,2007,Cobol,0.38999999999999996,#1D1063
April,2007,Dart,0,#2DB6F6
April,2007,Delphi,1.78,#F32835
April,2007,Go,0,#66D0DE
April,2007,Groovy,0.15,#619CBC
April,2007,Haskell,0.35000000000000003,#8F4E8B
April,2007,Java,30.509999999999998,#F8981E
April,2007,JavaScript,8.39,#F3D23C
April,2007,Julia,0,#369325
April,2007,Kotlin,0,#7F52FF
April,2007,Lua,0.35000000000000003,#0F007C
April,2007,Matlab,2.5100000000000002,#F0800E
April,2007,Objective-C,0.12,#AFB6CA
April,2007,Perl,4.82,#113E62
April,2007,PHP,20.05,#7277AD
April,2007,Python,4.390000000000001,#336994
April,2007,R,0.6,#2566B5
April,2007,Ruby,2.63,#B01E00
April,2007,Rust,0.11,#000000
April,2007,Scala,0.03,#DE3424
April,2007,Swift,0,#E94F37
April,2007,TypeScript,0,#3178C6
April,2007,VBA,1.6,#93217F
April,2007,Visual Basic,5.680000000000001,NA
May,2007,Abap,0.38,#06A9EA
May,2007,Ada,0.25,#101EC8
May,2007,C/C++,8.08,#00599C
May,2007,C#,6.77,#813084
May,2007,Cobol,0.36,#1D1063
May,2007,Dart,0,#2DB6F6
May,2007,Delphi,1.76,#F32835
May,2007,Go,0,#66D0DE
May,2007,Groovy,0.15,#619CBC
May,2007,Haskell,0.33999999999999997,#8F4E8B
May,2007,Java,30.490000000000002,#F8981E
May,2007,JavaScript,8.290000000000001,#F3D23C
May,2007,Julia,0,#369325
May,2007,Kotlin,0,#7F52FF
May,2007,Lua,0.37,#0F007C
May,2007,Matlab,2.53,#F0800E
May,2007,Objective-C,0.12,#AFB6CA
May,2007,Perl,4.79,#113E62
May,2007,PHP,20.32,#7277AD
May,2007,Python,4.42,#336994
May,2007,R,0.63,#2566B5
May,2007,Ruby,2.63,#B01E00
May,2007,Rust,0.11,#000000
May,2007,Scala,0.05,#DE3424
May,2007,Swift,0,#E94F37
May,2007,TypeScript,0,#3178C6
May,2007,VBA,1.5599999999999998,#93217F
May,2007,Visual Basic,5.59,NA
June,2007,Abap,0.32,#06A9EA
June,2007,Ada,0.21,#101EC8
June,2007,C/C++,7.920000000000001,#00599C
June,2007,C#,6.819999999999999,#813084
June,2007,Cobol,0.32,#1D1063
June,2007,Dart,0,#2DB6F6
June,2007,Delphi,1.8399999999999999,#F32835
June,2007,Go,0,#66D0DE
June,2007,Groovy,0.16999999999999998,#619CBC
June,2007,Haskell,0.31,#8F4E8B
June,2007,Java,30.599999999999998,#F8981E
June,2007,JavaScript,8.37,#F3D23C
June,2007,Julia,0,#369325
June,2007,Kotlin,0,#7F52FF
June,2007,Lua,0.3,#0F007C
June,2007,Matlab,2.4,#F0800E
June,2007,Objective-C,0.12,#AFB6CA
June,2007,Perl,4.79,#113E62
June,2007,PHP,20.349999999999998,#7277AD
June,2007,Python,4.4799999999999995,#336994
June,2007,R,0.58,#2566B5
June,2007,Ruby,2.77,#B01E00
June,2007,Rust,0.11,#000000
June,2007,Scala,0.06,#DE3424
June,2007,Swift,0,#E94F37
June,2007,TypeScript,0,#3178C6
June,2007,VBA,1.6199999999999999,#93217F
June,2007,Visual Basic,5.56,NA
July,2007,Abap,0.33999999999999997,#06A9EA
July,2007,Ada,0.22,#101EC8
July,2007,C/C++,8,#00599C
July,2007,C#,6.74,#813084
July,2007,Cobol,0.32,#1D1063
July,2007,Dart,0,#2DB6F6
July,2007,Delphi,1.7999999999999998,#F32835
July,2007,Go,0,#66D0DE
July,2007,Groovy,0.16999999999999998,#619CBC
July,2007,Haskell,0.29,#8F4E8B
July,2007,Java,30.630000000000003,#F8981E
July,2007,JavaScript,8.5,#F3D23C
July,2007,Julia,0,#369325
July,2007,Kotlin,0,#7F52FF
July,2007,Lua,0.33,#0F007C
July,2007,Matlab,2.39,#F0800E
July,2007,Objective-C,0.12,#AFB6CA
July,2007,Perl,4.66,#113E62
July,2007,PHP,20.330000000000002,#7277AD
July,2007,Python,4.35,#336994
July,2007,R,0.59,#2566B5
July,2007,Ruby,2.81,#B01E00
July,2007,Rust,0.11,#000000
July,2007,Scala,0.06,#DE3424
July,2007,Swift,0,#E94F37
July,2007,TypeScript,0,#3178C6
July,2007,VBA,1.66,#93217F
July,2007,Visual Basic,5.59,NA
August,2007,Abap,0.36,#06A9EA
August,2007,Ada,0.22999999999999998,#101EC8
August,2007,C/C++,7.969999999999999,#00599C
August,2007,C#,6.77,#813084
August,2007,Cobol,0.32,#1D1063
August,2007,Dart,0,#2DB6F6
August,2007,Delphi,1.66,#F32835
August,2007,Go,0,#66D0DE
August,2007,Groovy,0.16999999999999998,#619CBC
August,2007,Haskell,0.29,#8F4E8B
August,2007,Java,30.8,#F8981E
August,2007,JavaScript,8.61,#F3D23C
August,2007,Julia,0,#369325
August,2007,Kotlin,0,#7F52FF
August,2007,Lua,0.36,#0F007C
August,2007,Matlab,2.25,#F0800E
August,2007,Objective-C,0.11,#AFB6CA
August,2007,Perl,4.590000000000001,#113E62
August,2007,PHP,20.84,#7277AD
August,2007,Python,4.19,#336994
August,2007,R,0.58,#2566B5
August,2007,Ruby,2.79,#B01E00
August,2007,Rust,0.06999999999999999,#000000
August,2007,Scala,0.06999999999999999,#DE3424
August,2007,Swift,0,#E94F37
August,2007,TypeScript,0,#3178C6
August,2007,VBA,1.66,#93217F
August,2007,Visual Basic,5.3100000000000005,NA
September,2007,Abap,0.36,#06A9EA
September,2007,Ada,0.22999999999999998,#101EC8
September,2007,C/C++,7.960000000000001,#00599C
September,2007,C#,6.8500000000000005,#813084
September,2007,Cobol,0.33999999999999997,#1D1063
September,2007,Dart,0,#2DB6F6
September,2007,Delphi,1.72,#F32835
September,2007,Go,0,#66D0DE
September,2007,Groovy,0.16999999999999998,#619CBC
September,2007,Haskell,0.27999999999999997,#8F4E8B
September,2007,Java,30.709999999999997,#F8981E
September,2007,JavaScript,8.59,#F3D23C
September,2007,Julia,0,#369325
September,2007,Kotlin,0,#7F52FF
September,2007,Lua,0.35000000000000003,#0F007C
September,2007,Matlab,2.22,#F0800E
September,2007,Objective-C,0.11,#AFB6CA
September,2007,Perl,4.760000000000001,#113E62
September,2007,PHP,20.77,#7277AD
September,2007,Python,4.22,#336994
September,2007,R,0.62,#2566B5
September,2007,Ruby,2.81,#B01E00
September,2007,Rust,0.06999999999999999,#000000
September,2007,Scala,0.08,#DE3424
September,2007,Swift,0,#E94F37
September,2007,TypeScript,0,#3178C6
September,2007,VBA,1.6500000000000001,#93217F
September,2007,Visual Basic,5.140000000000001,NA
October,2007,Abap,0.36,#06A9EA
October,2007,Ada,0.22999999999999998,#101EC8
October,2007,C/C++,8.06,#00599C
October,2007,C#,6.959999999999999,#813084
October,2007,Cobol,0.33999999999999997,#1D1063
October,2007,Dart,0,#2DB6F6
October,2007,Delphi,1.73,#F32835
October,2007,Go,0,#66D0DE
October,2007,Groovy,0.16,#619CBC
October,2007,Haskell,0.3,#8F4E8B
October,2007,Java,30.769999999999996,#F8981E
October,2007,JavaScript,8.57,#F3D23C
October,2007,Julia,0,#369325
October,2007,Kotlin,0,#7F52FF
October,2007,Lua,0.37,#0F007C
October,2007,Matlab,2.16,#F0800E
October,2007,Objective-C,0.1,#AFB6CA
October,2007,Perl,4.760000000000001,#113E62
October,2007,PHP,20.46,#7277AD
October,2007,Python,4.2700000000000005,#336994
October,2007,R,0.69,#2566B5
October,2007,Ruby,2.78,#B01E00
October,2007,Rust,0.06,#000000
October,2007,Scala,0.09,#DE3424
October,2007,Swift,0,#E94F37
October,2007,TypeScript,0,#3178C6
October,2007,VBA,1.66,#93217F
October,2007,Visual Basic,5.13,NA
November,2007,Abap,0.37,#06A9EA
November,2007,Ada,0.21,#101EC8
November,2007,C/C++,8.1,#00599C
November,2007,C#,7.000000000000001,#813084
November,2007,Cobol,0.36,#1D1063
November,2007,Dart,0,#2DB6F6
November,2007,Delphi,1.76,#F32835
November,2007,Go,0,#66D0DE
November,2007,Groovy,0.16999999999999998,#619CBC
November,2007,Haskell,0.27999999999999997,#8F4E8B
November,2007,Java,30.69,#F8981E
November,2007,JavaScript,8.450000000000001,#F3D23C
November,2007,Julia,0,#369325
November,2007,Kotlin,0,#7F52FF
November,2007,Lua,0.37,#0F007C
November,2007,Matlab,2.21,#F0800E
November,2007,Objective-C,0.1,#AFB6CA
November,2007,Perl,4.82,#113E62
November,2007,PHP,19.919999999999998,#7277AD
November,2007,Python,4.4799999999999995,#336994
November,2007,R,0.74,#2566B5
November,2007,Ruby,2.85,#B01E00
November,2007,Rust,0.06999999999999999,#000000
November,2007,Scala,0.08,#DE3424
November,2007,Swift,0,#E94F37
November,2007,TypeScript,0,#3178C6
November,2007,VBA,1.68,#93217F
November,2007,Visual Basic,5.3,NA
December,2007,Abap,0.41000000000000003,#06A9EA
December,2007,Ada,0.22999999999999998,#101EC8
December,2007,C/C++,8.1,#00599C
December,2007,C#,7.01,#813084
December,2007,Cobol,0.4,#1D1063
December,2007,Dart,0,#2DB6F6
December,2007,Delphi,1.7399999999999998,#F32835
December,2007,Go,0,#66D0DE
December,2007,Groovy,0.18,#619CBC
December,2007,Haskell,0.32,#8F4E8B
December,2007,Java,30.54,#F8981E
December,2007,JavaScript,8.38,#F3D23C
December,2007,Julia,0,#369325
December,2007,Kotlin,0,#7F52FF
December,2007,Lua,0.4,#0F007C
December,2007,Matlab,2.33,#F0800E
December,2007,Objective-C,0.12,#AFB6CA
December,2007,Perl,4.78,#113E62
December,2007,PHP,19.650000000000002,#7277AD
December,2007,Python,4.66,#336994
December,2007,R,0.8099999999999999,#2566B5
December,2007,Ruby,2.82,#B01E00
December,2007,Rust,0.06999999999999999,#000000
December,2007,Scala,0.09,#DE3424
December,2007,Swift,0,#E94F37
December,2007,TypeScript,0,#3178C6
December,2007,VBA,1.69,#93217F
December,2007,Visual Basic,5.27,NA
January,2008,Abap,0.38999999999999996,#06A9EA
January,2008,Ada,0.2,#101EC8
January,2008,C/C++,8.12,#00599C
January,2008,C#,7.03,#813084
January,2008,Cobol,0.38999999999999996,#1D1063
January,2008,Dart,0,#2DB6F6
January,2008,Delphi,1.6500000000000001,#F32835
January,2008,Go,0,#66D0DE
January,2008,Groovy,0.2,#619CBC
January,2008,Haskell,0.33999999999999997,#8F4E8B
January,2008,Java,30.680000000000003,#F8981E
January,2008,JavaScript,8.17,#F3D23C
January,2008,Julia,0,#369325
January,2008,Kotlin,0,#7F52FF
January,2008,Lua,0.38999999999999996,#0F007C
January,2008,Matlab,2.39,#F0800E
January,2008,Objective-C,0.13,#AFB6CA
January,2008,Perl,4.62,#113E62
January,2008,PHP,19.759999999999998,#7277AD
January,2008,Python,4.8500000000000005,#336994
January,2008,R,0.8,#2566B5
January,2008,Ruby,2.87,#B01E00
January,2008,Rust,0.06999999999999999,#000000
January,2008,Scala,0.11,#DE3424
January,2008,Swift,0,#E94F37
January,2008,TypeScript,0,#3178C6
January,2008,VBA,1.67,#93217F
January,2008,Visual Basic,5.18,NA
February,2008,Abap,0.36,#06A9EA
February,2008,Ada,0.21,#101EC8
February,2008,C/C++,8.07,#00599C
February,2008,C#,7.180000000000001,#813084
February,2008,Cobol,0.38999999999999996,#1D1063
February,2008,Dart,0,#2DB6F6
February,2008,Delphi,1.73,#F32835
February,2008,Go,0,#66D0DE
February,2008,Groovy,0.21,#619CBC
February,2008,Haskell,0.35000000000000003,#8F4E8B
February,2008,Java,30.44,#F8981E
February,2008,JavaScript,8.02,#F3D23C
February,2008,Julia,0,#369325
February,2008,Kotlin,0,#7F52FF
February,2008,Lua,0.41000000000000003,#0F007C
February,2008,Matlab,2.4899999999999998,#F0800E
February,2008,Objective-C,0.13,#AFB6CA
February,2008,Perl,4.53,#113E62
February,2008,PHP,19.66,#7277AD
February,2008,Python,4.9799999999999995,#336994
February,2008,R,0.8500000000000001,#2566B5
February,2008,Ruby,2.85,#B01E00
February,2008,Rust,0.08,#000000
February,2008,Scala,0.11,#DE3424
February,2008,Swift,0,#E94F37
February,2008,TypeScript,0,#3178C6
February,2008,VBA,1.69,#93217F
February,2008,Visual Basic,5.28,NA
March,2008,Abap,0.36,#06A9EA
March,2008,Ada,0.22,#101EC8
March,2008,C/C++,8.06,#00599C
March,2008,C#,7.199999999999999,#813084
March,2008,Cobol,0.4,#1D1063
March,2008,Dart,0,#2DB6F6
March,2008,Delphi,1.68,#F32835
March,2008,Go,0,#66D0DE
March,2008,Groovy,0.22999999999999998,#619CBC
March,2008,Haskell,0.36,#8F4E8B
March,2008,Java,30.380000000000003,#F8981E
March,2008,JavaScript,8.18,#F3D23C
March,2008,Julia,0,#369325
March,2008,Kotlin,0,#7F52FF
March,2008,Lua,0.43,#0F007C
March,2008,Matlab,2.55,#F0800E
March,2008,Objective-C,0.13999999999999999,#AFB6CA
March,2008,Perl,4.38,#113E62
March,2008,PHP,19.3,#7277AD
March,2008,Python,5.09,#336994
March,2008,R,0.86,#2566B5
March,2008,Ruby,2.9000000000000004,#B01E00
March,2008,Rust,0.08,#000000
March,2008,Scala,0.12,#DE3424
March,2008,Swift,0,#E94F37
March,2008,TypeScript,0,#3178C6
March,2008,VBA,1.71,#93217F
March,2008,Visual Basic,5.38,NA
April,2008,Abap,0.36,#06A9EA
April,2008,Ada,0.22,#101EC8
April,2008,C/C++,8.03,#00599C
April,2008,C#,7.33,#813084
April,2008,Cobol,0.4,#1D1063
April,2008,Dart,0,#2DB6F6
April,2008,Delphi,1.63,#F32835
April,2008,Go,0,#66D0DE
April,2008,Groovy,0.24,#619CBC
April,2008,Haskell,0.36,#8F4E8B
April,2008,Java,30.61,#F8981E
April,2008,JavaScript,8.16,#F3D23C
April,2008,Julia,0,#369325
April,2008,Kotlin,0,#7F52FF
April,2008,Lua,0.42,#0F007C
April,2008,Matlab,2.55,#F0800E
April,2008,Objective-C,0.13,#AFB6CA
April,2008,Perl,4.25,#113E62
April,2008,PHP,19.36,#7277AD
April,2008,Python,5.06,#336994
April,2008,R,0.83,#2566B5
April,2008,Ruby,2.9000000000000004,#B01E00
April,2008,Rust,0.06999999999999999,#000000
April,2008,Scala,0.12,#DE3424
April,2008,Swift,0,#E94F37
April,2008,TypeScript,0,#3178C6
April,2008,VBA,1.7500000000000002,#93217F
April,2008,Visual Basic,5.220000000000001,NA
May,2008,Abap,0.33999999999999997,#06A9EA
May,2008,Ada,0.22999999999999998,#101EC8
May,2008,C/C++,7.95,#00599C
May,2008,C#,7.48,#813084
May,2008,Cobol,0.38999999999999996,#1D1063
May,2008,Dart,0,#2DB6F6
May,2008,Delphi,1.6500000000000001,#F32835
May,2008,Go,0,#66D0DE
May,2008,Groovy,0.25,#619CBC
May,2008,Haskell,0.33999999999999997,#8F4E8B
May,2008,Java,30.380000000000003,#F8981E
May,2008,JavaScript,8.32,#F3D23C
May,2008,Julia,0,#369325
May,2008,Kotlin,0,#7F52FF
May,2008,Lua,0.41000000000000003,#0F007C
May,2008,Matlab,2.53,#F0800E
May,2008,Objective-C,0.13999999999999999,#AFB6CA
May,2008,Perl,4.14,#113E62
May,2008,PHP,19.57,#7277AD
May,2008,Python,5.09,#336994
May,2008,R,0.79,#2566B5
May,2008,Ruby,2.91,#B01E00
May,2008,Rust,0.06,#000000
May,2008,Scala,0.12,#DE3424
May,2008,Swift,0,#E94F37
May,2008,TypeScript,0,#3178C6
May,2008,VBA,1.77,#93217F
May,2008,Visual Basic,5.12,NA
June,2008,Abap,0.32,#06A9EA
June,2008,Ada,0.26,#101EC8
June,2008,C/C++,7.93,#00599C
June,2008,C#,7.6499999999999995,#813084
June,2008,Cobol,0.38999999999999996,#1D1063
June,2008,Dart,0,#2DB6F6
June,2008,Delphi,1.71,#F32835
June,2008,Go,0,#66D0DE
June,2008,Groovy,0.26,#619CBC
June,2008,Haskell,0.33999999999999997,#8F4E8B
June,2008,Java,30.3,#F8981E
June,2008,JavaScript,8.25,#F3D23C
June,2008,Julia,0,#369325
June,2008,Kotlin,0,#7F52FF
June,2008,Lua,0.44,#0F007C
June,2008,Matlab,2.54,#F0800E
June,2008,Objective-C,0.15,#AFB6CA
